agente_cultural_id,provincia_id,localidad_id,observaciones,provincia,localidad,nombre,direccion_descripcion,piso,codigo_postal,codigo,telefono,mail,web,latitud,longitud,tipo_latitud_longitud,actividad_especifica,denominacion_especifica,otro_domicilio,fuente,institucion_organizadora,actividades_culturales,mes,como_llegar,anio_de_inicio
100381,6,6868020,,Buenos Aires,Villa Gesell,Gesell en Concierto,Av.3 Paseo 4,,,2255,478037,cultura@gesell.com.ar ,www.gesell.gov.ar,-37.24850668,-56.97155338,centroide localidad,Festival,,,Gobierno de la Provincia,,música y danzas,marzo,,
100435,6,6868020,,Buenos Aires,Villa Gesell,Fiesta Nacional de la Raza en El Mar,,,,2255,478037,cultura@gesell.com.ar ,www.gesell.gov.ar,-37.24850668,-56.97155338,centroide localidad,Festival,,,Gobierno de la Provincia,,concursos / exposiciones - música y danzas,octubre,,
100524,6,6868020,,Buenos Aires,Villa Gesell,Villa Gesell Festival Rock,"Estadio Autocine, Ruta De Acceso Y Alameda 214.",,,2255,478037,cultura@gesell.com.ar ,www.gesell.gov.ar,-37.24850668,-56.97155338,centroide localidad,Festival,,,Gobierno de la Provincia,Focus Media,música y danzas,enero,,
100561,6,6868020,,Buenos Aires,Villa Gesell,Fiesta Provincial Por Las Huellas de Fierro y Vega,Polideportivo De Villa Gesell. ,,,2255,478037,cultura@gesell.com.ar ,"www.fierroyvega@hotmail.com,www.gesell.gov.ar",-37.24850668,-56.97155338,centroide localidad,Festival,,,Gobierno de la Provincia,,"concursos / exposiciones - doma / jineteada / rodeo - música y danzas - artesanías, productos locales y/o regionales",marzo,,
100641,6,6868020,,Buenos Aires,Villa Gesell,Encuentros Corales de Verano,Anfiteatro Del Pinar,,,2255,478037,cultura@gesell.com.ar ,www.gesell.gov.ar,-37.24850668,-56.97155338,centroide localidad,Festival,,,Gobierno de la Provincia,,música y danzas,enero,,
101363,6,6483040,,Buenos Aires,Lobos,Encuentro de Colectividades,Lobos,,,2261,440717,cultura@loberia.gov.ar / culturaloberia@yahoo.com.ar,www.loberia.gov.ar,-35.18822093,-59.09572415,centroide localidad,FESTIVAL,,,Gobierno de la Provincia,,"gastronomía  (frutos, comidas, bebidas, etc.)",octubre,,
102091,6,6476030,,Buenos Aires,Lobería,Fiesta de Las Tropillas y la Tradición,Campo De Destreza Criolla De La Agrupación Tradicionalista Gauchos De LoberãA. ,,,2261,440717,fiestadelastropillasloberia@hotmail.com /cultura @loberia.gov.ar,www.loberia.gov.ar,-38.16703868,-58.78169219,centroide localidad,Festival,,,Gobierno de la Provincia,,"música y danzas - artesanías, productos locales y/o regionales - concursos / exposiciones",marzo,,
101496,6,6581040,,Buenos Aires,Necochea - Quequén,Aniversario del Municipio,,,,2262,429909,culturanecochea@hotmail.com    ,www.necochea.gov.ar,-38.55448,-58.74155,localizacion precisa,Fiesta Popular,,,Gobierno de la Provincia,,acto cívico,octubre,,
102074,6,6581040,,Buenos Aires,Necochea - Quequén,Encuentro Provincial de Colectividades Extranjeras,,,,2262,429909,culturanecochea@hotmail.com    ,www.necochea.gov.ar,-38.55281,-58.73958,localizacion precisa,Festival,,,Gobierno de la Provincia,,expresiones culturales de colectividades de inmigrantes,julio,,
102086,6,6581040,,Buenos Aires,Necochea - Quequén,Fiesta Nacional del Niño,,,,2262,429909,culturanecochea@hotmail.com    ,,-38.55447,-58.73731,localizacion precisa,Festival,,,Gobierno de la Provincia,,música y danzas - cine/teatro,enero,,
100154,6,6518070,,Buenos Aires,Vivorata,Fiesta del Costillar,,,,2265,432330,fiestadelcostillar@hotmail.com,www.marchiquita.gov.ar,-37.6650873,-57.66712762,centroide localidad,FESTIVAL,,,Gobierno de la Provincia,,"gastronomía (frutos, comidas, bebidas, etc.)",enero,,
100441,6,6518010,,Buenos Aires,Coronel Vidal,Fiesta Nacional del Potrillo,,,,2265,432330,fiestanacionaldelpotrillo@hotmail.com.ar ,www.marchiquita.gov.ar,-37.45469513,-57.72944904,centroide localidad,Festival,,,Gobierno de la Provincia,,concursos / exposiciones - doma / jineteada / rodeo - música y danzas,febrero / marzo,,
101429,6,6518050,,Buenos Aires,Mar de Cobo,FIESTA DEL CORDERO COSTERO,,,,2265,432330,cultura_marchiquita@yahoo.com.ar,www.marchiquita.gov.ar,-37.77344913,-57.45220441,centroide localidad,FESTIVAL,,,Gobierno de la Provincia,,"gastronomía (frutos, comidas, bebidas, etc.)",noviembre,,
101795,6,6518060,,Buenos Aires,Santa Clara del Mar,Fiesta d ela cerveza artesanal,,,,2265,432330,cultura_marchiquita@yahoo.com.ar,www.marchiquita.gov.ar,-37.83855388,-57.50800624,centroide localidad,FESTIVAL,,,Gobierno de la Provincia,,"gastronomía (frutos, comidas, bebidas, etc.)",febrero,,
102613,6,6518040,,Buenos Aires,Mar Chiquita,Fiesta de la Albufera y la Reserva,,,,2265,432330,cultura_marchiquita@yahoo.com.ar,www.marchiquita.gov.ar,-37.74854294,-57.42748559,centroide localidad,Festival,,,Gobierno de la Provincia,,concursos / exposiciones - música y danzas,noviembre,,
100166,6,6063010,,Buenos Aires,Balcarce,Fiesta Nacional del Automóvil,,,,2266,422617,cultura@balcarce.mun.gba.gov.ar,,-37.85055976,-58.25519235,centroide localidad,Festival,,,Gobierno de la Provincia,,concursos / exposiciones - música y danzas,febrero,,
100800,6,6063010,,Buenos Aires,Balcarce,Fiesta del Postre Balcarce,Balcarce,,,2266,422617,cultura@balcarce.mun.gba.gov.ar,www.balcarce.gov.ar,-37.8464067,-58.2554584,localizacion precisa,FESTIVAL,,,Gobierno de la Provincia,,gastronómica,julio,,
100802,6,6063010,,Buenos Aires,Balcarce,Fiesta del Patrono San José,,,,2266,422617,cultura@balcarce.mun.gba.gov.ar,www.balcarce.gov.ar,-37.85055976,-58.25519235,centroide localidad,Fiesta Popular,,,Gobierno de la Provincia,,,marzo,,
100526,6,6315010,,Buenos Aires,General Juan Madariaga,Festival Madariaguense de Noches Camperas,Estadio Municipal Francisco Alcuaz. ,,,2267,550057,dcyemadariaga@yahoo.com.ar,www.madariaga.gov.ar,-36.99865792,-57.13633447,centroide localidad,Festival,,,Gobierno de la Provincia,,doma / jineteada / rodeo,febrero,,
101102,6,6315010,,Buenos Aires,General Juan Madariaga,Pasión Según San Juan,General Juan Madariaga,,,2267,550057,"turismo@madariaga.gob.ar,turismomadariaga@telpin.com.ar",www.madariaga.gov.ar,-36.9986992,-57.1341209,localizacion precisa,Fiesta Popular,,,Gobierno de la Provincia,,religión o creencias populares,abril,,
101103,6,6315010,,Buenos Aires,General Juan Madariaga,Éxodo Jujeño,General Juan Madariaga,,,2267,550057,dcyemadariaga@yahoo.com.ar,www.madariaga.gov.ar,-36.9986992,-57.1341209,localizacion precisa,FESTIVAL,,,Gobierno de la Provincia,,música y danzas - concursos / exposiciones,agosto,,
101104,6,6315010,,Buenos Aires,General Juan Madariaga,Fiesta del Talar,General Juan Madariaga,,,2267,550057,dcyemadariaga@yahoo.com.ar,www.madariaga.gov.ar,-36.9986992,-57.1341209,localizacion precisa,FESTIVAL,,,Gobierno de la Provincia,,"artesanías, productos locales y/o regionales - plástica/literatura - música y danzas ",octubre,,
101105,6,6315010,,Buenos Aires,General Juan Madariaga,Pre festival folklórico buscando nuevos valores,General Juan Madariaga,,,2267,550057,dcyemadariaga@yahoo.com.ar,www.madariaga.gov.ar,-36.9986992,-57.1341209,localizacion precisa,Festival,,,Gobierno de la Provincia,,música y danzas,febrero,,
101106,6,6315010,,Buenos Aires,General Juan Madariaga,Aniversario del Municipio,,,,2267,550057,dcyemadariaga@yahoo.com.ar,www.madariaga.gov.ar,-36.99865792,-57.13633447,centroide localidad,Fiesta Popular,,,Gobierno de la Provincia,,acto cívico,diciembre,,
102183,6,6315010,,Buenos Aires,General Juan Madariaga,Fiesta del Mejor Reservado,,,,2267,550057,"turismo@madariaga.gob.ar,turismomadariaga@telpin.com.ar",www.madariaga.gov.ar,-36.99865792,-57.13633447,centroide localidad,Festival,,,Gobierno de la Provincia,,doma / jineteada / rodeo,septiembre,,
102209,6,6315010,,Buenos Aires,General Juan Madariaga,Pejerrey de Oro,Laguna La Salada Grande. ,,,2267,550057,dcyemadariaga@yahoo.com.ar,www.madariaga.gov.ar,-36.99865792,-57.13633447,centroide localidad,Festival,,,Gobierno de la Provincia,,concursos / exposiciones,diciembre,,
102515,6,6315010,,Buenos Aires,General Juan Madariaga,Fiesta Nacional del Gaucho,General Juan Madariaga,,,2267,550057,info@fiestadelgaucho.com.ar ,www.fiestadelgaucho.org.ar ,-36.9986992,-57.1341209,localizacion precisa,FESTIVAL,,,Gobierno de la Provincia,,"artesanías, productos locales y/o regionales - plástica/literatura - música y danzas ",diciembre,,
102088,6,6511020,,Buenos Aires,Maipú,Fiesta Nacional Carnaval de la Amistad,Complejo Laguna Kakel Huincul.,,,2268,422144,,,-36.86715889,-57.88295013,centroide localidad,Fiesta Popular,,,Gobierno de la Provincia,,"música y danzas - artesanías, productos locales y/o regionales - concursos / exposiciones",febrero,,
102368,6,6547020,,Buenos Aires,San Miguel del Monte,Semana de la Federación,Plaza España Donde Se Encuentra El Rancho De Rosas,,,2271,406600,cultura@monte.mun.gba.gov.ar,,-35.44151058,-58.80947714,centroide localidad,Fiesta Popular,,,Gobierno de la Provincia,,"artesanías, productos locales y/o regionales - música y danzas - acto cívico",marzo,,
101493,6,6574030,,Buenos Aires,Navarro,Fiesta del Buñuelo Navarrense,Navarro,,,2272,430661,culturanavarro@yahoo.com.ar,www.navarro.mun.gba.gov.ar,-35.00636215,-59.27772022,centroide localidad,FESTIVAL,,,Gobierno de la Provincia,,"gastronomía (frutos, comidas, bebidas, etc.)",mayo,,
101494,6,6574030,,Buenos Aires,Navarro,Fiesta de las Colectividades,Navarro,,,2272,430390,culturanavarro@yahoo.com.ar,www.navarro.mun.gba.gov.ar,-35.00636215,-59.27772022,centroide localidad,FESTIVAL,,,Gobierno de la Provincia,,"gastronomía (frutos, comidas, bebidas, etc.)",septiembre,,
101495,6,6574030,,Buenos Aires,Navarro,Fiesta del Federalismo y la Tradición,Navarro,,,2272,430390,culturanavarro@yahoo.com.ar,www.navarro.mun.gba.gov.ar,-35.00636215,-59.27772022,centroide localidad,FESTIVAL,,,Gobierno de la Provincia,,,diciembre,,
102500,6,6161020,,Buenos Aires,Pueblo Gouin,Fiesta provincial del pastel,Carmen De Areco,,,2273,442570,culturacareco@yahoo.com.ar,www.municarmendeareco.com.ar,-34.3806686,-59.8223267,localizacion precisa,FESTIVAL,,,Gobierno de la Provincia,,"concursos / exposiciones - artesanías, productos locales y/o regionales - música y danzas",diciembre,,
100246,6,6049020,,Buenos Aires,Azul,Fiesta Nacional de la Miel,Predio Balneario Municipal,,,2281,433983,centroapicultoresazul@yahoo.com.ar,www.expomielazul.com.ar,-36.78182429,-59.85863567,centroide localidad,Festival,,,Gobierno de la Provincia,,"gastronomía (frutos, comidas, bebidas, etc.) - concursos / exposiciones - música y danzas",junio,,
100065,6,6049020,,Buenos Aires,Azul,Fiesta Regional de la Vaca,Azul,,,2281,432811,contacto@fiestadelavaca.com.ar,www.fiestadelavaca.com.ar,-36.7749672,-59.8540382,localizacion precisa,FESTIVAL,,,Gobierno de la Provincia,,"gastronomía (frutos, comidas, bebidas, etc.) - concursos / exposiciones - música y danzas ",marzo,,
100066,6,6049020,,Buenos Aires,Azul,Festival Cervantino,Azul,,,2281,432811,"culturaazul@yahoo.com.ar,festivalcervantinoazul@gmail.com",www.azul.gov.ar,-36.7749672,-59.8540382,localizacion precisa,,,,Gobierno de la Provincia,,música y danzas ,noviembre,,
100067,6,6049020,,Buenos Aires,Azul,Aniversario del Municipio,,,,2281,432811,culturaazul@yahoo.com.ar,www.azul.gov.ar,-36.78182429,-59.85863567,centroide localidad,Fiesta Popular,,,Gobierno de la Provincia,,acto cívico,diciembre,,
100434,6,6049020,,Buenos Aires,Azul,Fiesta del Angus,,,,2281,432811,culturaazul@yahoo.com.ar,www.azul.gov.ar,-36.78182429,-59.85863567,centroide localidad,Festival,,,Gobierno de la Provincia,,concursos / exposiciones - doma / jineteada / rodeo - música y danzas,septiembre,,
100470,6,6049020,,Buenos Aires,Azul,Azul Rock,,,,2281,432811,"azulrockverano@hotmail.com, ",www.azul.gov.ar,-36.78182429,-59.85863567,centroide localidad,Festival,,,Gobierno de la Provincia,,música y danzas,diciembre,,
100560,6,6049040,,Buenos Aires,Chillar,Fiesta del Chacarero,Chillar,,,2281,432811,culturaazul@yahoo.com.ar,www.azul.gov.ar,-37.3125191,-59.9819107,localizacion precisa,Fiesta Popular,,,Gobierno de la Provincia,,música y danzas ,marzo,,
100817,6,6049030,,Buenos Aires,Cachari,Festival Nacional del Ombú,Cachari,,,2281,432811,culturaazul@yahoo.com.ar,"www.azul.gov.ar , www.fiestadelombu.blogspot.com ",-36.3795891,-59.5023231,localizacion precisa,FESTIVAL,,,Gobierno de la Provincia,,música y danzas,noviembre,,
101518,6,6595070,,Buenos Aires,Olavarría,Encuentro de Jazz,Olavarría,,,2284,427180,culturayeducacion@olavarria.gov.ar,www.olavarria.gov.ar,-36.893452,-60.322101,localizacion precisa,FESTIVAL,,,Gobierno de la Provincia,,música y danzas,junio,,
101519,6,6595070,,Buenos Aires,Olavarría,Festival de Doma y Folklore,Club Racing,,,2284,427180,culturayeducacion@olavarria.gov.ar,www.festival-olavarria.com.ar,-36.886055,-60.321905,localizacion precisa,FESTIVAL,,,Gobierno de la Provincia,,doma / jineteada / rodeo - concursos / exposiciones,diciembre,,
101520,6,6595070,,Buenos Aires,Olavarría,Fiesta un Aplauso al Asador,Parque Helios Eseverri,,,2284,427180,culturayeducacion@olavarria.gov.ar,www.olavarria.gov.ar,-36.87685,-60.306353,localizacion precisa,FESTIVAL,,,Gobierno de la Provincia,,"gastronomía (frutos, comidas, bebidas, etc.)",noviembre,,
101521,6,6595070,,Buenos Aires,Olavarría,Aniversario del Municipio,,,,2284,427180,culturayeducacion@olavarria.gov.ar,www.olavarria.gov.ar,-36.89448886,-60.31753919,centroide localidad,Fiesta Popular,,,Gobierno de la Provincia,,,enero,,
101107,6,6322010,,Buenos Aires,General La Madrid,Festival de la Creación,General Lamadrid,,,2286,421107,subcom@lamadrid.gba.gov.ar,www.lamadrid.gba.gov.ar,-37.2476425,-61.2606163,localizacion precisa,FESTIVAL,,,Gobierno de la Provincia,,,enero,,
101108,6,6322010,,Buenos Aires,General La Madrid,Fiesta del Hornerito,General Lamadrid,,,2286,421107,,www.lamadrid.gba.gov.ar   ,-37.2476425,-61.2606163,localizacion precisa,FESTIVAL,,,Gobierno de la Provincia,,,,,
101109,6,6322010,,Buenos Aires,General La Madrid,Aniversario del Municipio,,,,2286,421107,,www.lamadrid.gba.gov.ar   ,-37.25269548,-61.25956181,centroide localidad,Fiesta Popular,,,Gobierno de la Provincia,,,enero,,
100964,6,6280010,,Buenos Aires,Comandante Nicanor Otamendi,Fiesta provincial de la papa,General Alvarado,,,2291,420901,culturaalvarado@yahoo.com.ar,www.mga.gov.ar,-38.2633476,-57.8671265,localizacion precisa,FESTIVAL,,,Gobierno de la Provincia,Club A. Circulo Deportivo,"gastronomía (frutos, comidas, bebidas, etc.)",marzo,,
101463,6,6280040,,Buenos Aires,Miramar,Fiesta de la Tradición Frente Al Mar,,,,2291,420901,culturaalvarado@yahoo.com.ar ,www.mga.gov.ar,-38.27321712,-57.84039508,centroide localidad,Festival,,,Gobierno de la Provincia,,,diciembre,,
100169,6,6084020,,Buenos Aires,Benito Juárez,Encuentro Folclórico Fortines y Toldería,,,,2292,453140,info@benitojuarez.gov.ar   ,www.benitojuarez.gov.ar,-37.67892889,-59.80577092,centroide localidad,Festival,,,Gobierno de la Provincia,,concursos / exposiciones - música y danzas - plástica / literatura,diciembre,,
100449,6,6084020,,Buenos Aires,Benito Juárez,Fiesta Provincial de la Frambuesa,Polideportivo Loma Negra,,,2292,453140,info@benitojuarez.gov.ar   ,www.benitojuarez.gov.ar,-37.67892889,-59.80577092,centroide localidad,Festival,,,Gobierno de la Provincia,,"artesanías, productos locales y/o regionales - gastronomía (frutos, comidas, bebidas, etc.)",febrero,,
101859,6,6791050,,Buenos Aires,Tandil,Rocarock,Anfiteatro,,,2293,430667,"cultura@tandil.gov.ar,direccionjuventudtandil@yahoo.com.ar",www.tandil.gov.ar,-37.339773,-59.138654,localizacion precisa,FESTIVAL,,,Gobierno de la Provincia,,música y danzas,marzo,,
101860,6,6791050,,Buenos Aires,Tandil,Folklorazo,Anfiteatro,,,2293,430667,"cultura@tandil.gov.ar,",www.tandil.gov.ar,-37.339773,-59.138654,localizacion precisa,FESTIVAL,,,Gobierno de la Provincia,,música y danzas,octubre,,
102128,6,6791050,,Buenos Aires,Tandil,Provincial de la Serenata,,,,2293,430667,"cultura@tandil.gov.ar,",www.tandil.gov.ar,-37.32618219,-59.1310812,centroide localidad,Festival,,,Gobierno de la Provincia,,"música y danzas - artesanías, productos locales y/o regionales",enero,,
102172,6,6791050,,Buenos Aires,Tandil,Semana Santa en Tandil,,,,2293,430667,"cultura@tandil.gov.ar,",www.tandil.gov.ar,-37.32618219,-59.1310812,centroide localidad,Fiesta Popular,,,Gobierno de la Provincia,,religión o creencias populares,marzo,,
100300,6,6042010,,Buenos Aires,Ayacucho,Fiesta Nacional del Ternero y Día de la Yerra,Parque Municipal Juan Manuel De Rosas,,,2296,459012,comision@fiestadelternero.org.ar,www.fiestadelternero.org.ar,-37.15596788,-58.48957012,centroide localidad,Fiesta Popular,,,Gobierno de la Provincia,Asociacion Civil Fiesta Del Ternero,música y danzas - concursos / exposiciones,abril,,
101628,6,6672010,,Buenos Aires,Rauch,Encuentro Cultural Musical,Rauch,,,2297,443249,culturarauch@yahoo.com.ar,www.rauch.mun.gba.gov.ar,-36.77781532,-59.08712447,centroide localidad,FESTIVAL,,,Gobierno de la Provincia,,música y danzas,abril,,
102076,6,6672010,,Buenos Aires,Rauch,Fiesta Nacional del Ave Raza,,,,2297,443249,fiestanacionalavederaza@hotmail.com,,-36.77781532,-59.08712447,centroide localidad,Festival,,,Gobierno de la Provincia,,"pesca, ganadería, agricultura, jardinería - concursos / exposiciones - música y danzas",septiembre,,
101715,6,6105060,,Buenos Aires,San Carlos de Bolívar,Fiesta del chorizo seco y la galleta de campo,Bolívar,,,2314,425271,culturabolivar@yahoo.com.ar,www.bolivar.gob.ar,-36.2283936,-61.1076431,localizacion precisa,FESTIVAL,,,Gobierno de la Provincia,,"gastronomía (frutos, comidas, bebidas, etc.)",noviembre,,
101716,6,6105060,,Buenos Aires,San Carlos de Bolívar,Aniversario del Municipio,,,,2314,425271,culturabolivar@yahoo.com.ar,www.bolivar.gob.ar,-36.23188623,-61.11317324,centroide localidad,Fiesta Popular,,,Gobierno de la Provincia,,,enero,,
102869,6,6105060,,Buenos Aires,San Carlos de Bolívar,Cantabolivar,,,,2314,425271,culturabolivar@yahoo.com.ar,www.bolivar.gob.ar,-36.23188623,-61.11317324,centroide localidad,Festival,,,Gobierno de la Provincia,,"música y danzas - concursos / exposiciones - artesanías, productos locales y/o regionales",febrero,,
100061,6,6231020,,Buenos Aires,Arboledas,Fiesta del Cordero,Daireaux,,,2316,452213,delegacionarboledas@hotmail.com,www.daireaux.gov.ar,-36.6009483,-61.748661,localizacion precisa,FESTIVAL,,,Gobierno de la Provincia,,"gastronomía (frutos, comidas, bebidas, etc.)",noviembre,,
101007,6,6231030,,Buenos Aires,Daireaux,Fortinera Deroense,Daireaux,,,2316,452213,contacto@daireaux.gba.gov.ar,www.daireaux.gov.ar,-36.6009483,-61.748661,localizacion precisa,FESTIVAL,,,Gobierno de la Provincia,,doma / jineteada / rodeo - música y danzas - concursos / exposiciones ,enero,,
101486,6,6588080,,Buenos Aires,Mórea,Fiesta del Lechón,Nueve De Julio,,,2317,498009,,www.moreanuestropueblo.com.ar,-35.55872918,-60.56058504,centroide localidad,FESTIVAL,,,Gobierno de la Provincia,,"gastronomía (frutos, comidas, bebidas, etc.)",diciembre,,
101452,6,6532020,,Buenos Aires,Mercedes,Feria del Libro,,,,2324,431907,culturamercedes@yahoo.com.ar  ,,-34.65453673,-59.42960845,centroide localidad,Festival,,,Gobierno de la Provincia,,plástica/literatura,agosto,,
102071,6,6532020,,Buenos Aires,Mercedes,Fiesta Nacional del Salame Quintero,,,,2324,431907,culturamercedes@yahoo.com.ar  ,www.fiestadelsalame.mercedesya.com.ar,-34.65453673,-59.42960845,centroide localidad,Festival,,,Gobierno de la Provincia,,"gastronomía (frutos, comidas, bebidas, etc.) - concursos / exposiciones - artesanías, productos locales y/o regionales",septiembre,,
102075,6,6532020,,Buenos Aires,Mercedes,Fiesta Nacional del Durazno,,,,2324,431907,culturamercedes@yahoo.com.ar,www.fiestadeldurazno.gob.ar,-34.65453673,-59.42960845,centroide localidad,Festival,,,Gobierno de la Provincia,,"concursos / exposiciones - gastronomía (frutos, comidas, bebidas, etc.) - música y danzas",diciembre,,
102133,6,6532020,,Buenos Aires,Mercedes,Fiesta de la Torta Frita,,,,2324,431907,culturamercedes@yahoo.com.ar,www.mercedes.gov.ar,-34.65453673,-59.42960845,centroide localidad,Fiesta Popular,,,Gobierno de la Provincia,,"gastronomía (frutos, comidas, bebidas, etc.) - artesanías, productos locales y/o regionales - música y danzas",abril,,
101699,6,6728040,,Buenos Aires,San Andrés de Giles,Fiesta de la Trocha Angosta,San Andrés De Giles,,,2325,440161,"culturasag@yahoo.com.ar, espora2010@gmail.com    ",www.sadegiles.mun.gba.gov.ar,-34.4482797,-59.44517601,centroide localidad,Festival,,,Gobierno de la Provincia,,"gastronomía (frutos, comidas, bebidas, etc.)",octubre,,
101700,6,6728040,,Buenos Aires,San Andrés de Giles,Esperando el 30,San Andrés De Giles,,,2325,440161,culturasag@yahoo.com.ar,www.sadegiles.mun.gba.gov.ar,-34.4482797,-59.44517601,centroide localidad,FESTIVAL,,,Gobierno de la Provincia,,religión o creencias populares,noviembre,,
102424,6,6728040,,Buenos Aires,San Andrés de Giles,Fiesta de la Tradición,,,,2325,440161,"culturasag@yahoo.com.ar, espora2010@gmail.com    ",www.sadegiles.mun.gba.gov.ar,-34.4482797,-59.44517601,centroide localidad,Festival,,,Gobierno de la Provincia,,música y danzas - concursos / exposiciones,noviembre,,
101705,6,6735020,,Buenos Aires,San Antonio de Areco,Aniversario del Municipio,,,,2326,456202,cultura@areco.mun.gba.gov.ar,www.areco.mun.gba.gov.ar ,-34.25275331,-59.47087213,centroide localidad,Fiesta Popular,,,Gobierno de la Provincia,,acto cívico,octubre,,
101706,6,6735020,,Buenos Aires,San Antonio de Areco,Fiesta de la Tradición,San Antonio De Areco,,,2326,456202,cultura@areco.mun.gba.gov.ar,www.areco.mun.gba.gov.ar ,-34.25275331,-59.47087213,centroide localidad,Festival,,,Gobierno de la Provincia,,"gastronomía (frutos, comidas, bebidas, etc.)",noviembre,,
